"x","y"
"0.0","26.80060360656454"
"0.10001000100010002","26.800513305621692"
"0.20002000200020004","26.800413778674844"
"0.3000300030003","26.800304139548317"
"0.4000400040004001","26.800184071784837"
"0.5000500050005","26.80005441881997"
"0.6000600060006","26.799914775010237"
"0.7000700070007","26.79976624667945"
"0.8000800080008001","26.799607452991605"
"0.9000900090009002","26.799438823651496"
"1.000100010001","26.799260724437023"
"1.1001100110011002","26.79907141241802"
"1.2001200120012","26.798873596895625"
"1.3001300130013","26.798666445913934"
"1.4001400140014","26.798448565072675"
"1.5001500150015001","26.79822075965921"
"1.6001600160016003","26.79798412681831"
"1.7001700170017","26.797736042989484"
"1.8001800180018004","26.797478461346653"
"1.9001900190019","26.797212528846227"
"2.000200020002","26.79693624532065"
"2.1002100210021","26.7966499714488"
"2.2002200220022003","26.796353090577185"
"2.3002300230023","26.796046559319574"
"2.4002400240024","26.795730920838682"
"2.5002500250025","26.795405450191907"
"2.6002600260026","26.795069503036547"
"2.7002700270027007","26.794725422736153"
"2.8002800280028","26.794369702724087"
"2.9002900290029006","26.794004218490436"
"3.0003000300030003","26.79363126048331"
"3.1003100310031004","26.79324571620193"
"3.2003200320032006","26.79285173765482"
"3.3003300330033007","26.792447160933627"
"3.4003400340034","26.792033700585637"
"3.5003500350035","26.79160969179714"
"3.6003600360036008","26.791176350251998"
"3.7003700370037","26.79073306293904"
"3.8003800380038","26.79028017429766"
"3.9003900390039004","26.789816720397926"
"4.000400040004","26.789344573238793"
"4.1004100410041","26.78886213868927"
"4.2004200420042","26.788370889309746"
"4.300430043004301","26.787868403019846"
"4.400440044004401","26.787356045389327"
"4.500450045004501","26.786834678120353"
"4.6004600460046","26.78630342777602"
"4.7004700470047","26.78576263978505"
"4.8004800480048","26.78521289960094"
"4.9004900490049","26.784651468402334"
"5.000500050005","26.784080919709293"
"5.1005100510051005","26.7835016276052"
"5.2005200520052","26.782911786840344"
"5.3005300530053","26.782311654242474"
"5.400540054005401","26.78170243322615"
"5.500550055005501","26.781082595583815"
"5.6005600560056","26.780453729618262"
"5.7005700570057005","26.779815127456295"
"5.800580058005801","26.7791668010222"
"5.9005900590059","26.778508152054993"
"6.0006000600060005","26.777840063064094"
"6.1006100610061","26.777162021792286"
"6.200620062006201","26.776474959348533"
"6.300630063006301","26.775777309294064"
"6.400640064006401","26.77507063991822"
"6.5006500650065","26.77435374366025"
"6.6006600660066015","26.773627434508924"
"6.7006700670067","26.772890873168436"
"6.8006800680068","26.772144942287113"
"6.900690069006901","26.77138951301641"
"7.000700070007","26.770624526305557"
"7.100710071007101","26.769849417274113"
"7.2007200720072015","26.76906398217186"
"7.3007300730073","26.768269431617558"
"7.4007400740074","26.767465749694907"
"7.500750075007501","26.76665155084445"
"7.6007600760076","26.765828206385912"
"7.7007700770077","26.764994417038757"
"7.800780078007801","26.764150622453304"
"7.9007900790079","26.763298777877324"
"8.000800080008","26.76243556377685"
"8.1008100810081","26.76156355712902"
"8.2008200820082","26.76068092681271"
"8.300830083008302","26.75978981434313"
"8.4008400840084","26.758888531843155"
"8.5008500850085","26.757977098459328"
"8.600860086008602","26.757056622066887"
"8.7008700870087","26.756126486183728"
"8.800880088008801","26.75518582805812"
"8.9008900890089","26.75423628606402"
"9.000900090009003","26.753277100154076"
"9.100910091009101","26.752308384824474"
"9.2009200920092","26.751328367296068"
"9.300930093009303","26.750340741105372"
"9.4009400940094","26.749341632263242"
"9.5009500950095","26.748334343149136"
"9.6009600960096","26.74731802355658"
"9.7009700970097","26.746290065718885"
"9.8009800980098","26.745254118894948"
"9.900990099009901","26.744207139296474"
"10.00100010001","26.743151036816172"
"10.1010101010101","26.742085659385907"
"10.201020102010201","26.74101104015744"
"10.3010301030103","26.739925202192147"
"10.4010401040104","26.738830952057057"
"10.501050105010503","26.73772658065496"
"10.6010601060106","26.736613352134537"
